# Statistics for grouped trace points from trace_group_id 134
# column 1: trace set id
# column 2: node count
# column 3: average
# column 4: std. dev
# column 5: min()
# column 6: max()
# column 7: minDev (deviation from average value computed for each ts)
# column 8: maxDev (deviation from average value computed for each ts)
# column 9: count()


# Index 0: Results for GlobalizePositions_Cntl
1539 	1024 	1.13803e+06 	185188 	952005 	2.20609e+06 	-334604 	301062 	1.024e+06
1540 	1024 	1.13784e+06 	185250 	952959 	2.26378e+06 	-345845 	312483 	1.024e+06
1541 	1024 	1.13786e+06 	184917 	951051 	2.23088e+06 	-340282 	289304 	1.024e+06
1542 	1024 	1.13778e+06 	184997 	952959 	2.20203e+06 	-321744 	287416 	1.024e+06


# Index 1: Results for P2_InitialBarrier
1539 	1024 	3.38347e+15 	NaNQ 	0 	3.46468e+18 	-3.38347e+15 	3.46129e+18 	1.024e+06
1540 	1024 	3.38347e+15 	NaNQ 	0 	3.46468e+18 	-3.38347e+15 	3.46129e+18 	1.024e+06
1541 	1024 	3.38347e+15 	NaNQ 	0 	3.46468e+18 	-3.38347e+15 	3.46129e+18 	1.024e+06
1542 	1024 	3.38347e+15 	NaNQ 	0 	3.46468e+18 	-3.38347e+15 	3.46129e+18 	1.024e+06


# Index 2: Results for P2_KSpace_Control
1539 	1024 	6.75146e+06 	213986 	6.48403e+06 	7.82084e+06 	-1.86959e+06 	948513 	1.024e+06
1540 	1024 	6.75512e+06 	217598 	6.50692e+06 	7.88188e+06 	-1.84204e+06 	929095 	1.024e+06
1541 	1024 	6.7514e+06 	215535 	6.50096e+06 	7.81202e+06 	-1.84974e+06 	960265 	1.024e+06
1542 	1024 	6.754e+06 	217795 	6.48093e+06 	7.83586e+06 	-1.84735e+06 	926651 	1.024e+06


# Index 3: Results for P2_Simtick_Loop_Control
1539 	1024 	1.26498e+07 	1.26654e+07 	1.0318e+07 	1.34284e+08 	-1.48803e+11 	1.12986e+11 	1.024e+06
