# skip count = 0
# Column 1 = column 0 from input file
# Column 2 = column 1 from input file
# Column 3 = column 4 from input file
# Column 4 = column 5 from input file
0      	-136740.420259      	52557.0038166      	394.520688243      	
2500      	-136734.008654      	52397.7144709      	393.324978104      	
5000      	-136736.734419      	52595.1732870      	394.807208490      	
7500      	-136737.089877      	52367.5836428      	393.098800161      	
10000      	-136733.842929      	52234.8998456      	392.102805352      	
12500      	-136738.447556      	52715.6957050      	395.711913550      	
15000      	-136731.335633      	52448.1188112      	393.703339761      	
17500      	-136736.909436      	52545.8057199      	394.436629402      	
20000      	-136734.596682      	52488.9257018      	394.009657880      	
22500      	-136737.958761      	52380.5073854      	393.195812613      	
25000      	-136737.029625      	52554.8058211      	394.504188925      	
27500      	-136737.032774      	52571.7958661      	394.631725195      	
30000      	-136736.052730      	52593.3652312      	394.793636266      	
32500      	-136736.972718      	52385.0709989      	393.230069512      	
35000      	-136739.091099      	52562.3809575      	394.561051908      	
37500      	-136734.894848      	52328.1352560      	392.802679690      	
40000      	-136734.824693      	52420.1903187      	393.493693714      	
42500      	-136734.113761      	52320.7817540      	392.747480412      	
45000      	-136731.627527      	52229.9608726      	392.065730806      	
47500      	-136734.921268      	52219.2888119      	391.985620670      	
50000      	-136733.816524      	52352.6287146      	392.986540555      	
52500      	-136734.700017      	52183.8911800      	391.719907309      	
55000      	-136737.718364      	52324.1665593      	392.772888552      	
57500      	-136736.475503      	52327.0755091      	392.794724669      	
60000      	-136737.374375      	52502.2368425      	394.109578348      	
62500      	-136735.470115      	52403.9235370      	393.371586641      	
65000      	-136735.018754      	52561.4487270      	394.554054093      	
67500      	-136733.421890      	52214.7362161      	391.951446476      	
70000      	-136737.550676      	52327.1494802      	392.795279935      	
72500      	-136738.468555      	52480.1162155      	393.943529213      	
75000      	-136737.572208      	52474.8022475      	393.903639757      	
77500      	-136738.396781      	52467.5476123      	393.849182625      	
80000      	-136737.716802      	52417.1418286      	393.470810134      	
82500      	-136740.111029      	52741.5841085      	395.906245609      	
85000      	-136738.600087      	52447.0066040      	393.694990945      	
87500      	-136736.033114      	52427.6140869      	393.549420447      	
90000      	-136738.432668      	52567.8265829      	394.601929655      	
92500      	-136739.647788      	52481.4163784      	393.953288924      	
95000      	-136732.210098      	52143.7311322      	391.418444735      	
97500      	-136737.250678      	52507.3468416      	394.147936706      	
100000      	-136738.846998      	52449.7873260      	393.715864516      	
102500      	-136736.821715      	52510.6663813      	394.172854928      	
105000      	-136738.159687      	52591.7098623      	394.781210191      	
107500      	-136738.407166      	52678.1599938      	395.430150635      	
110000      	-136736.327040      	52450.2362151      	393.719234116      	
112500      	-136733.897157      	52142.9719029      	391.412745558      	
115000      	-136732.370103      	52187.9092489      	391.750069062      	
117500      	-136734.673901      	52183.6652729      	391.718211532      	
120000      	-136737.809185      	52717.5951714      	395.726171950      	
122500      	-136733.750270      	52434.8816651      	393.603974736      	
125000      	-136735.830004      	52481.2685851      	393.952179509      	
127500      	-136739.351380      	52549.9978944      	394.468098083      	
130000      	-136737.695916      	52349.0594156      	392.959747507      	
132500      	-136736.408244      	52318.8676388      	392.733112051      	
