# skip count = 0
# Column 1 = column 0 from input file
# Column 2 = column 1 from input file
# Column 3 = column 4 from input file
# Column 4 = column 5 from input file
0      	-136740.420259      	52557.0038166      	394.520688243      	
5000      	-136740.610673      	52534.3254678      	394.350452553      	
10000      	-136739.954419      	52507.5293640      	394.149306816      	
15000      	-136739.354777      	52397.5228429      	393.323539643      	
20000      	-136739.688596      	52140.1606900      	391.391643106      	
25000      	-136740.704944      	52626.2079813      	395.040171331      	
30000      	-136740.189700      	52544.5272090      	394.427032222      	
35000      	-136739.451982      	52544.9015041      	394.429841879      	
40000      	-136740.557584      	52664.3957985      	395.326829299      	
45000      	-136739.972372      	52374.5308919      	393.150949890      	
50000      	-136740.382092      	52381.5590516      	393.203706976      	
55000      	-136740.010456      	52583.6563531      	394.720756289      	
60000      	-136740.495661      	52796.9138954      	396.321580275      	
65000      	-136740.842836      	52594.7369211      	394.803932897      	
70000      	-136740.065353      	52697.7891640      	395.577497576      	
75000      	-136740.955995      	52639.9406379      	395.143255920      	
80000      	-136740.263384      	52534.9222872      	394.354932596      	
85000      	-136741.018969      	52794.7503742      	396.305339740      	
90000      	-136740.500590      	52544.1452530      	394.424165059      	
95000      	-136740.517194      	52439.4981267      	393.638628341      	
100000      	-136740.032425      	52667.7806581      	395.352237847      	
105000      	-136739.419405      	52380.0601625      	393.192455522      	
110000      	-136739.609743      	52563.4112326      	394.568785699      	
115000      	-136740.304257      	52705.0188201      	395.631767201      	
120000      	-136740.386483      	52452.3086261      	393.734790729      	
125000      	-136739.930462      	52431.6576961      	393.579773918      	
130000      	-136739.818278      	52504.1381603      	394.123850645      	
135000      	-136739.789693      	52651.8029037      	395.232300366      	
140000      	-136740.681091      	52703.8869685      	395.623270923      	
145000      	-136740.754405      	52851.1015115      	396.728341202      	
150000      	-136740.215143      	52638.1863610      	395.130087390      	
155000      	-136740.999660      	52781.2720251      	396.204164117      	
160000      	-136739.553252      	52391.2752078      	393.276641587      	
165000      	-136740.193318      	52717.4439840      	395.725037058      	
170000      	-136740.442308      	52481.3057933      	393.952458814      	
175000      	-136740.147526      	52484.4584051      	393.976123987      	
180000      	-136740.024977      	52432.1742935      	393.583651772      	
185000      	-136740.392930      	52724.9642375      	395.781488061      	
190000      	-136740.422273      	52700.9424598      	395.601167883      	
