# Statistics for trace points from trace_group_id 13
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for GlobalizePositions_Cntl
32	1.32339e+06	185740	931000	1.761e+06	3232
256	4.70162e+06	235236	3.786e+06	5.777e+06	25856
512	987385	81017.3	865999	1.265e+06	51712


# results for P2_KSpace_Control
32	3.06629e+07	NaNQ	2.9979e+07	3.1628e+07	3232
256	6.70068e+06	94494.2	6.287e+06	7.121e+06	25856
512	4.40993e+06	78058.3	4.073e+06	4.754e+06	51712


# results for P2_NSQ_Control
32	4.0279e+07	2.3578e+06	3.7674e+07	4.3884e+07	3232
256	5.64054e+06	801605	4.734e+06	6.896e+06	25856
512	3.17494e+06	680372	2.433e+06	4.34e+06	51712


# results for P3ME_AssignCharge_Control
32	1.15854e+06	30675.6	1.065e+06	1.248e+06	3232
256	483810	17577.6	441000	549000	25856
512	430892	15723.3	392999	497000	51712


# results for P3ME_Convolve
32	1.70758e+06	905522	779000	2.647e+06	3232
256	163447	72454.5	84000	257000	25856
512	81749.7	31363.3	47999	117001	51712


# results for P3ME_ForwardFFT_Control
32	1.26667e+07	NaNQ	1.1921e+07	1.3497e+07	3232
256	2.89417e+06	103005	2.467e+06	3.272e+06	25856
512	1.89375e+06	85231.1	1.529e+06	2.186e+06	51712


# results for P3ME_Interpolate_Control
32	1.44042e+06	53546.5	1.284e+06	1.573e+06	3232
256	252828	28840	186000	365000	25856
512	161109	24091.5	106000	273000	51712


# results for P3ME_Rev_FFT
32	1.34748e+07	882276	1.2102e+07	1.5009e+07	3232
256	2.86994e+06	84868.4	2.568e+06	3.203e+06	25856
512	1.81198e+06	41753.1	1.626e+06	1.951e+06	51712


# results for ReduceForces_Cntl
32	8.36393e+06	NaNQ	8.15e+06	8.898e+06	3232
256	4.4209e+06	173502	3.68e+06	5.081e+06	25856
512	7.27862e+06	32256.6	7.129e+06	7.531e+06	51712


# results for UDF_KineticEnergy
32	45782.2	881.039	43000	49000	3232
256	24578.6	469.546	24000	25000	25856
512	23141.7	386.729	21999	24001	51712


# results for UDF_StdHarmonicBondForce
32	325650	47294.7	225000	425000	3232
256	85275.2	28281.9	61000	191000	25856
512	66327	22788.2	51000	143001	51712


# results for UDF_UpdatePosition
32	40277.2	NaNQ	39000	42000	3200
256	23675.5	454.453	23000	25000	25600
512	22563.4	487.484	21999	24001	51200


# results for UDF_UpdateVelocity
32	69049.3	15017.1	48000	88000	7360
256	24358.3	3219.66	20000	29000	58880
512	22132.3	2614.27	18999	26001	117760


# results for UDF_WaterSPCRattle
32	4.02097e+06	79139.9	3.773e+06	4.266e+06	3200
256	533404	39398.9	409000	579000	25600
512	285844	46339.8	135000	351000	51200


# results for UDF_WaterSPCShake
32	2.85923e+06	60230	2.684e+06	3.034e+06	3200
256	390664	29406.6	301000	429000	25600
512	215692	33642.2	99000	265000	51200


# results for TS_from_GlobalizePositions_Cntl
32	8.82134e+07	1.95653e+06	8.6009e+07	9.1558e+07	3200
256	2.30386e+07	816093	2.1561e+07	2.5011e+07	25600
512	1.66608e+07	683270	1.6042e+07	1.7586e+07	51200


# results for TS_from_P2_KSpace_Control
32	8.82635e+07	1.8601e+06	8.5961e+07	9.1671e+07	3200
256	2.30548e+07	790286	2.2088e+07	2.4451e+07	25600
512	1.66747e+07	668903	1.6028e+07	1.7622e+07	51200


# results for TS_from_P2_NSQ_Control
32	8.82133e+07	1.95569e+06	8.6013e+07	9.1546e+07	3200
256	2.30384e+07	791983	2.2074e+07	2.4262e+07	25600
512	1.66609e+07	683332	1.6046e+07	1.758e+07	51200


