# Statistics for grouped trace points from trace_group_id 76
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for GlobalizePositions_Cntl
32	924011	50497.3	810000	1.09e+06	6400
128	936372	58490	814000	1.189e+06	25600
512	954186	57778.2	815000	1.189e+06	102400
1024	982008	59407.8	815000	1.242e+06	204800


# results for P2_KSpace_Control
32	5.45628e+07	1.38954e+06	5.1727e+07	6.433e+07	6400
128	1.96119e+07	1.19249e+06	1.572e+07	3.0334e+07	25600
512	6.70653e+06	538913	5.342e+06	1.1207e+07	102400
1024	8.03438e+06	560185	3.651e+06	1.0458e+07	204800


# results for P2_NSQ_Control
32	1.53182e+08	2.37384e+07	1.33263e+08	2.11195e+08	6400
128	3.908e+07	7.51952e+06	3.1635e+07	5.8971e+07	25600
512	1.04384e+07	3.0874e+06	7.295e+06	1.9992e+07	102400
1024	5.51628e+06	2.3408e+06	3.297e+06	1.7017e+07	204800


# results for P2_Rattle_Control
32	362484	26889.4	304000	426000	6400
128	125398	16910.4	103000	180000	25600
512	67549.3	9389.46	56000	114000	102400
1024	55557	6253.76	41000	105000	204800


# results for P2_Shake_Control
32	701035	13291.2	669000	744000	6400
128	210619	8272.34	180000	225000	25600
512	89258.4	6923.26	72000	99000	102400
1024	66487.2	6957.31	41000	72000	204800


# results for P2_Simtick_Loop_Control
32	2.15694e+08	2.39486e+07	1.98198e+08	2.71367e+08	6400
128	6.528e+07	7.7734e+06	5.9743e+07	8.3709e+07	25600
512	2.33418e+07	3.22582e+06	2.1191e+07	3.1828e+07	102400
1024	1.96637e+07	2.56816e+06	1.766e+07	2.7192e+07	204800


# results for P3ME_AssignCharge_Control
32	2.13285e+06	52889.7	2e+06	2.286e+06	6400
128	1.14624e+06	32425.3	1.061e+06	1.286e+06	25600
512	864643	22952.2	807000	967000	102400
1024	815793	20417.7	769000	924000	204800


# results for P3ME_Convolve
32	5.02217e+06	1.40109e+06	3.569e+06	6.503e+06	6400
128	1.36086e+06	200153	1.117e+06	1.577e+06	25600
512	378754	10739.1	361000	419000	102400
1024	193711	4325.61	180000	210000	204800


# results for P3ME_ForwardFFT_Control
32	2.25227e+07	1.47739e+06	1.9805e+07	3.1983e+07	6400
128	9.45289e+06	1.1881e+06	5.524e+06	2.0101e+07	25600
512	3.04356e+06	543998	1.724e+06	7.375e+06	102400
1024	5.63444e+06	567173	1.152e+06	8.068e+06	204800


# results for P3ME_Interpolate_Control
32	2.61528e+06	96211.6	2.385e+06	2.889e+06	6400
128	784269	57037.2	629000	1.011e+06	25600
512	265437	34870.6	172000	422000	102400
1024	178628	30110.5	106000	347000	204800


# results for P3ME_Rev_FFT
32	2.21939e+07	1.34606e+06	2.0388e+07	2.4337e+07	6400
128	6.82859e+06	255083	6.178e+06	8.855e+06	25600
512	2.12253e+06	29023.5	2.01e+06	2.341e+06	102400
1024	1.1832e+06	25158.2	1.116e+06	1.278e+06	204800


# results for ReduceForces_Cntl
32	3.46666e+06	122516	3.089e+06	4.023e+06	6400
128	3.93982e+06	81700.7	3.584e+06	4.227e+06	25600
512	3.97508e+06	65108.5	3.677e+06	4.23e+06	102400
1024	3.94846e+06	72693.2	3.624e+06	4.304e+06	204800


# results for UDF_KineticEnergy
32	227275	NaNQ	224000	232000	6400
128	139655	484.963	136000	141000	25600
512	118801	1067.25	116000	121000	102400
1024	115155	1013.17	113000	116000	204800


# results for UDF_StdHarmonicBondForce
32	932649	217346	534000	1.476e+06	6400
128	282479	134809	159000	716000	25600
512	118390	65805.3	77000	354000	102400
1024	88472.4	47307.3	67000	328000	204800


# results for UDF_UpdatePosition
32	230495	NaNQ	227000	237000	6400
128	140905	484.662	137000	143000	25600
512	118702	1139.3	116000	121000	102400
1024	114788	1081.61	112000	116000	204800


# results for UDF_UpdateVelocity
32	589849	NaNQ	578000	613000	6400
128	309810	2231.59	299000	322000	25600
512	243060	3427.54	235000	252000	102400
1024	231540	3026.34	224000	238000	204800


# results for UDF_WaterSPCInit
32	3.0199e+18	NaNQ	0	3.46864e+18	6400
128	3.65204e+18	NaNQ	0	3.75899e+18	25600
512	3.43122e+18	NaNQ	0	3.47561e+18	102400
1024	6.89349e+18	NaNQ	0	6.9553e+18	204800


# results for UDF_WaterSPCRattle
32	356230	26894.4	298000	420000	6400
128	119215	16910.1	97000	174000	25600
512	61125.4	9394.08	50000	107000	102400
1024	49403	6253.73	35000	98000	204800


# results for UDF_WaterSPCShake
32	694356	13327.5	662000	737000	6400
128	203989	8287.96	173000	219000	25600
512	82334.2	6922.81	65000	92000	102400
1024	59852.3	6958.75	34000	65000	204800


