# Column 1: node count
# Column 2: execution time
# Index 0: 32x32x32 FFTW measurements on BG/L
1  0.00464232
2  0.00372675
8  0.00160967
16  0.00083369
32  0.00057337
64  0.00056148
128  0.00056093
256  0.00057223
512  0.00056283
1024  0.00056471


# Index 1:64x64x64 FFTW measurements on BG/L
1  0.0459632
2  0.0345238
8  0.014141
16  0.00753943
32  0.0036523
64  0.00238911
128  0.00240597
256  0.00237631
512  0.00238191
2048  0.00296727


# Index 2:128x128x128 FFTW measurements on BG/L
1  0.709682
2  0.449658
8  0.152737
16  0.0776811
32  0.0361045
64  0.0229682
128  0.0113598
256   0.0112785
512  0.0113054
2048  0.0133182


