# MPI ISEND used
# column 1: processor count
# column 2: time(s)
# 32^3 point FFT.
   1           1.930850e-02 
   2           9.509100e-03 
   4           5.601500e-03
   8           3.961500e-03
   16         1.658200e-03
   32         9.398000e-04
   64         7.608000e-04 
  128        5.230000e-04


# 64^3 point FFT
  1          3.581246e-01
  2          1.026278e-01
  4          5.347250e-02
  8          3.237350e-02
 16        1.563180e-02
  32        7.905900e-03
  64        5.156600e-03 
  128     2.777000e-03
  256        1.539300e-03
  512        1.358600e-03


# 128^3 point fft
2    1.369488e+00
4     6.941339e-01
8     3.047813e-01
16   1.289727e-01 
32    6.467120e-02
64    3.672450e-02
128  1.994310e-02
256  9.762800e-03
512   6.490200e-03 
