128 128 128 1 1 1 1.71777777777778
128 128 128 1 1 2 0.811111111111111
128 128 128 1 2 2 0.463333333333333
128 128 128 2 2 2 0.257777777777778
128 128 128 2 2 4 0.211111111111111
128 128 128 2 2 8 0.125555555555556
128 128 128 2 4 4 0.131111111111111
128 128 128 2 8 8 0.038888888888889
128 128 128 4 4 4 0.06
128 128 128 4 8 8 0.023333333333333
128 128 128 8 8 8 0.018


256 256 256 1 1 1 18.0688888888889
256 256 256 1 1 2 12.348
256 256 256 1 2 2 6.335
256 256 256 2 2 2 3.01714285714286
256 256 256 2 2 4 1.98
256 256 256 2 4 4 1.10777777777778
256 256 256 2 8 8 0.408888888888889
256 256 256 4 4 4 0.695555555555556
256 256 256 4 8 8 0.235555555555556
256 256 256 8 8 8 0.086666666666667


512 512 512 4 4 4 5.77777777777778
512 512 512 4 4 8 3.44
512 512 512 4 8 8 1.77555555555556
512 512 512 8 8 8 1.337
