# TraceSetId:Name:Value
# 1799:fft_x:128
# 1799:fft_y:128
# 1799:fft_z:128
# 1799:p_x:8
# 1799:p_y:8
# 1799:p_z:8
# 1799:source_id:51233
# 1799:vox_x:64
# 1799:vox_y:64
# 1799:vox_z:64
# 1800:fft_x:128
# 1800:fft_y:128
# 1800:fft_z:128
# 1800:p_x:8
# 1800:p_y:8
# 1800:p_z:16
# 1800:source_id:51233
# 1800:vox_x:64
# 1800:vox_y:64
# 1800:vox_z:64
# 1801:fft_x:128
# 1801:fft_y:128
# 1801:fft_z:128
# 1801:p_x:8
# 1801:p_y:16
# 1801:p_z:16
# 1801:source_id:51233
# 1801:vox_x:64
# 1801:vox_y:64
# 1801:vox_z:64
# 1802:fft_x:128
# 1802:fft_y:128
# 1802:fft_z:128
# 1802:p_x:16
# 1802:p_y:16
# 1802:p_z:16
# 1802:source_id:51233
# 1802:vox_x:64
# 1802:vox_y:64
# 1802:vox_z:64
# 1826:fft_x:128
# 1826:fft_y:128
# 1826:fft_z:128
# 1826:p_x:16
# 1826:p_y:32
# 1826:p_z:16
# 1826:source_id:51233
# 1826:vox_x:64
# 1826:vox_y:64
# 1826:vox_z:64
# 1803:fft_x:128
# 1803:fft_y:128
# 1803:fft_z:128
# 1803:p_x:32
# 1803:p_y:32
# 1803:p_z:16
# 1803:source_id:51233
# 1803:vox_x:64
# 1803:vox_y:64
# 1803:vox_z:64
#
# column 1: trace set id
# column 2: node count
# column 3: average
# column 4: std. dev
# column 5: min()
# column 6: max()
# column 7: minDev (deviation from average value computed for each ts)
# column 8: maxDev (deviation from average value computed for each ts)
# column 9: count()


# Index 0: Results for GlobalizePositions_Cntl
1799 	512 	1.37012e+06 	19498.1 	1.30174e+06 	1.47804e+06 	-68824 	106602 	92672
1800 	1024 	1.24479e+06 	25132.2 	1.17739e+06 	1.38438e+06 	-68981.3 	136933 	185344
1801 	2048 	1.27992e+06 	21875.3 	1.19521e+06 	1.40382e+06 	-85161.8 	121345 	370688
1802 	4096 	1.51393e+06 	19194.9 	1.4548e+06 	1.6135e+06 	-58798.4 	99622.8 	741376
1826 	8192 	2.32092e+06 	35491.6 	2.22271e+06 	2.45674e+06 	-98073.7 	135629 	1.48275e+06
1803 	16384 	4.95238e+06 	52823.7 	4.7908e+06 	5.22028e+06 	-158043 	271017 	2.9655e+06


# Index 1: Results for NSQ_RealSpace_Meat_
1799 	512 	2.70179e+07 	975626 	2.42184e+07 	3.08912e+07 	-2.80128e+06 	3.89095e+06 	92672
1800 	1024 	1.34702e+07 	543609 	1.16896e+07 	1.60656e+07 	-1.78105e+06 	2.59481e+06 	185344
1801 	2048 	6.69658e+06 	317458 	5.49982e+06 	7.83006e+06 	-1.20483e+06 	1.13343e+06 	370688
1802 	4096 	3.31677e+06 	168359 	2.6445e+06 	4.0429e+06 	-674833 	726137 	741376
1826 	8192 	1.64468e+06 	92905.3 	1.23746e+06 	2.11286e+06 	-407340 	475465 	1.48275e+06
1803 	16384 	825501 	53699 	586076 	1.07856e+06 	-239377 	253055 	2.9655e+06


# Index 2: Results for P2_InitialBarrier
1799 	512 	6.76035e+15 	NaNQ 	0 	3.4613e+18 	-6.76035e+15 	3.45454e+18 	92672
1800 	1024 	3.3821e+15 	NaNQ 	0 	3.46327e+18 	-3.3821e+15 	3.45989e+18 	185344
