# Statistics for grouped trace points from trace_group_id 35
# All times are in nanoseconds
# 91K benchmark system, dual core, take by Maria Eleftheriou on 4/5/2005
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# column 7: min_dev (from avg, computed for each ts)
# column 8: max_dev (from avg, computed for each ts)
#
#
# index = 0 for label UDF_StdHarmonicBondForce 
32 	5142630.0 	3263530.0 	2687000.0 	14418000.0 	3200 	-2440120.0 	9261940.0
512 	332582.0 	353649.0 	159000.0 	1887000.0 	51200 	None 	None
1024 	177076.0 	186975.0 	78000.0 	1154000.0 	102400 	None 	None
2048 	99515.3 	101128.0 	43000.0 	642000.0 	204800 	None 	None
4096 	60728.0 	57974.4 	24000.0 	480000.0 	409600 	None 	None


# index = 1 for label P3ME_Rev_FFT 
32 	44787900.0 	403488.0 	43108000.0 	48378000.0 	3200 	-1914590.0 	2717660.0
512 	3346100.0 	10833.0 	3275000.0 	3430000.0 	51200 	None 	None
1024 	2512780.0 	52724.5 	2341000.0 	2754000.0 	102400 	None 	None
2048 	1748660.0 	39466.2 	1605000.0 	1940000.0 	204800 	None 	None
4096 	1486930.0 	41815.0 	1268000.0 	1881000.0 	409600 	None 	None


# index = 2 for label P2_Simtick_Loop_Control 
32 	802781000.0 	559408000.0 	343105000.0 	1645800000.0 	3200 	-1011120.0 	1561910.0
512 	27331500.0 	10270400.0 	23767000.0 	68975000.0 	51200 	None 	None
1024 	17879100.0 	6743180.0 	15257000.0 	45217000.0 	102400 	None 	None
2048 	11376300.0 	4475980.0 	9500000.0 	29594000.0 	204800 	None 	None
4096 	13193500.0 	3824030.0 	11333000.0 	29184000.0 	409600 	None 	None


# index = 3 for label P3ME_Convolve 
32 	12021800.0 	None 	11715000.0 	12135000.0 	3200 	-172312.0 	119250.0
512 	460157.0 	3415.25 	458000.0 	483000.0 	51200 	None 	None
1024 	239714.0 	1320.83 	238000.0 	252000.0 	102400 	None 	None
2048 	111837.0 	1497.84 	106000.0 	120000.0 	204800 	None 	None
4096 	52009.8 	363.824 	51000.0 	55000.0 	409600 	None 	None


# index = 4 for label P3ME_ForwardFFT_Control 
32 	51434000.0 	5507500.0 	39881000.0 	84884000.0 	3200 	-23463800.0 	23243000.0
512 	4748320.0 	395773.0 	3025000.0 	5607000.0 	51200 	None 	None
1024 	3105920.0 	230360.0 	2024000.0 	3998000.0 	102400 	None 	None
2048 	2195940.0 	165251.0 	1471000.0 	2940000.0 	204800 	None 	None
4096 	1986520.0 	137348.0 	1325000.0 	2917000.0 	409600 	None 	None


# index = 5 for label P2_NSQ_Control 
32 	975203.0 	559519.0 	18000.0 	1876000.0 	3200 	-300312.0 	162500.0
512 	27585.4 	21252.3 	15000.0 	103000.0 	51200 	None 	None
1024 	22927.1 	10776.2 	16000.0 	66000.0 	102400 	None 	None
2048 	20911.5 	5681.65 	16000.0 	46000.0 	204800 	None 	None
4096 	19238.9 	2929.21 	16000.0 	35000.0 	409600 	None 	None


# index = 6 for label ReduceForces_Cntl 
32 	58813500.0 	72899900.0 	7114000.0 	300719000.0 	3200 	-140682000.0 	141547000.0
512 	3713810.0 	2183630.0 	973000.0 	21314000.0 	51200 	None 	None
1024 	3722960.0 	1629240.0 	1705000.0 	15268000.0 	102400 	None 	None
2048 	2524560.0 	1349010.0 	1376000.0 	11217000.0 	204800 	None 	None
4096 	3843550.0 	1448750.0 	2697000.0 	12393000.0 	409600 	None 	None


# index = 7 for label GlobalizePositions_Cntl 
32 	13605100.0 	4616510.0 	9823000.0 	21112000.0 	3200 	-1211970.0 	610188.0
512 	1291830.0 	256823.0 	1156000.0 	2684000.0 	51200 	None 	None
1024 	2090340.0 	468326.0 	1702000.0 	4260000.0 	102400 	None 	None
2048 	1871090.0 	362636.0 	1510000.0 	3490000.0 	204800 	None 	None
4096 	3534260.0 	652548.0 	2914000.0 	6312000.0 	409600 	None 	None


# index = 8 for label P2_KSpace_Control 
32 	149887000.0 	4525620.0 	134042000.0 	174831000.0 	3200 	-11516500.0 	10501700.0
512 	11249000.0 	475908.0 	9567000.0 	12654000.0 	51200 	None 	None
1024 	7306920.0 	323880.0 	6123000.0 	8742000.0 	102400 	None 	None
2048 	4863100.0 	253391.0 	4043000.0 	5994000.0 	204800 	None 	None
4096 	4019590.0 	204453.0 	3417000.0 	5136000.0 	409600 	None 	None


