# Statistics for trace points from trace_group_id 4
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for GlobalizePositions_Cntl
32	4.79735e+06	314178	3.898e+06	5.872e+06	3232
256	4.69585e+06	224533	3.715e+06	5.694e+06	25856
512	4.77575e+06	230410	3.814e+06	5.762e+06	51712


# results for P2_KSpace_Control
32	3.3382e+07	NaNQ	3.2543e+07	3.4186e+07	3232
256	6.73769e+06	104912	6.232e+06	7.185e+06	25856
512	4.42462e+06	77918.9	4.055e+06	4.749e+06	51712


# results for P2_NSQ_Control
32	3.98503e+07	2.36035e+06	3.7432e+07	4.3414e+07	3232
256	5.64151e+06	801881	4.737e+06	6.911e+06	25856
512	3.17478e+06	680512	2.444e+06	4.23e+06	51712


# results for P3ME_AssignCharge_Control
32	1.16155e+06	28883.4	1.075e+06	1.233e+06	3232
256	483753	17599	442000	549000	25856
512	431291	16181.7	392000	498000	51712


# results for P3ME_Convolve
32	1.69359e+06	900765	777000	2.64e+06	3232
256	163325	72575.2	84000	256000	25856
512	81553.5	31285.3	48000	116000	51712


# results for P3ME_ForwardFFT_Control
32	1.40785e+07	63967.6	1.3326e+07	1.4876e+07	3232
256	2.92825e+06	111022	2.476e+06	3.37e+06	25856
512	1.90392e+06	84252.2	1.532e+06	2.204e+06	51712


# results for P3ME_Interpolate_Control
32	1.443e+06	51931.5	1.299e+06	1.564e+06	3232
256	252797	28838.3	187000	366000	25856
512	161275	24154.4	106000	274000	51712


# results for P3ME_Rev_FFT
32	1.47846e+07	864218	1.3314e+07	1.625e+07	3232
256	2.87316e+06	92216.6	2.597e+06	3.221e+06	25856
512	1.81609e+06	41413.7	1.606e+06	1.953e+06	51712


# results for ReduceForces_Cntl
32	4.3135e+06	239720	3.434e+06	5.17e+06	3232
256	4.41873e+06	161161	3.68e+06	4.999e+06	25856
512	4.34469e+06	158588	3.709e+06	4.843e+06	51712


# results for UDF_KineticEnergy
32	45984.8	835.049	43000	49000	3232
256	24566.8	471.462	24000	26000	25856
512	23337.6	464.465	22000	24000	51712


# results for UDF_StdHarmonicBondForce
32	324165	61172.8	227000	446000	3232
256	85323.3	27773.4	61000	151000	25856
512	66677.1	22276.4	52000	143000	51712


# results for UDF_UpdatePosition
32	40179.7	NaNQ	39000	41000	3200
256	23673.9	455.142	23000	25000	25600
512	22505.1	491.101	22000	24000	51200


# results for UDF_UpdateVelocity
32	68863.7	14956	48000	89000	7360
256	24363.8	3222.25	20000	29000	58880
512	22154.8	2660.95	19000	26000	117760


# results for UDF_WaterSPCRattle
32	4.02044e+06	98929.1	3.701e+06	4.27e+06	3200
256	533394	39788.6	410000	579000	25600
512	286345	46239.1	133000	350000	51200


# results for UDF_WaterSPCShake
32	2.85781e+06	72887.2	2.622e+06	3.043e+06	3200
256	390628	29666.7	298000	428000	25600
512	213221	33508.1	97000	262000	51200


# results for TS_from_GlobalizePositions_Cntl
32	9.01232e+07	1.94366e+06	8.7138e+07	9.4183e+07	3200
256	2.30686e+07	806290	2.145e+07	2.4924e+07	25600
512	1.78791e+07	728924	1.6425e+07	1.9659e+07	51200


# results for TS_from_P2_KSpace_Control
32	9.01746e+07	1.87627e+06	8.7666e+07	9.3989e+07	3200
256	2.30851e+07	783459	2.2119e+07	2.4327e+07	25600
512	1.78942e+07	678455	1.7085e+07	1.904e+07	51200


# results for TS_from_P2_NSQ_Control
32	9.01243e+07	1.90071e+06	8.7638e+07	9.3601e+07	3200
256	2.30687e+07	794013	2.2162e+07	2.4376e+07	25600
512	1.78803e+07	680359	1.7058e+07	1.8964e+07	51200


# results for TS_from_P3ME_AssignCharge_Control
32	9.01749e+07	1.90839e+06	8.7662e+07	9.4016e+07	3200
256	2.30851e+07	784695	2.2119e+07	2.4327e+07	25600
