# Statistics for grouped trace points from trace_group_id 83
# column 1: node count
# column 2: average
# column 3: std. dev
# column 4: min()
# column 5: max()
# column 6: minDev (deviation from average value computed for each ts)
# column 7: maxDev (deviation from average value computed for each ts)
# column 8: count()


# Index 0: Results for GlobalizePositions_Cntl
512 	1.2122e+06 	327068 	856049 	2.97363e+06 	-606491 	526354 	51200
1024 	2.01362e+06 	435399 	1.5739e+06 	4.60217e+06 	-737844 	968163 	102400
2048 	1.33774e+06 	278964 	1.03404e+06 	2.86581e+06 	-469061 	481911 	204800
4096 	581581 	137407 	444811 	1.38762e+06 	-197286 	276105 	409600


# Index 1: Results for GuardZoneViolationReduction
512 	367877 	104227 	24608 	668451 	-415532 	258427 	51200
1024 	280633 	78547 	15375 	553288 	-291717 	250979 	102400
2048 	237830 	56628.8 	12295 	454314 	-261853 	193991 	204800
4096 	147009 	31534.6 	9623 	256354 	-151807 	104119 	409600


# Index 2: Results for P2_InitialBarrier
512 	0 	0 	0 	0 	0 	0 	51200
1024 	0 	0 	0 	0 	0 	0 	102400
2048 	1.68339e+15 	NaNQ 	0 	3.48241e+18 	-1.70039e+15 	3.48071e+18 	204800
4096 	2.54243e+15 	NaNQ 	0 	3.50633e+18 	-2.56812e+15 	3.50377e+18 	409600


# Index 3: Results for P2_KSpace_Control
512 	5.3615e+06 	349331 	4.81267e+06 	6.69885e+06 	-565231 	579275 	51200
1024 	3.65126e+06 	410751 	2.99532e+06 	5.37352e+06 	-969154 	683788 	102400
2048 	2.21621e+06 	251668 	1.79582e+06 	3.22733e+06 	-479968 	444554 	204800
4096 	1.36953e+06 	157024 	1.08927e+06 	1.90875e+06 	-294298 	193326 	409600


# Index 4: Results for P2_NSQ_Control
512 	7351.87 	11174 	865 	50392 	-13848.3 	16997.9 	51200
1024 	4238.49 	5824.88 	871 	28979 	-9017.64 	11178 	102400
2048 	2634.12 	3066.36 	860 	17492 	-6805.56 	7685.25 	204800
4096 	1852.36 	1704.9 	842 	11980 	-4683.63 	6144.9 	409600


# Index 5: Results for P2_Simtick_Loop_Control
512 	1.66126e+07 	7.68803e+06 	1.39656e+07 	4.75453e+07 	-329513 	197734 	51200
1024 	1.21341e+07 	6.35883e+06 	9.98833e+06 	3.75533e+07 	-249290 	206755 	102400
2048 	7.67658e+06 	4.57551e+06 	6.1546e+06 	2.61358e+07 	-209018 	165326 	204800
4096 	4.25679e+06 	2.59731e+06 	3.35625e+06 	1.47429e+07 	-113276 	78961.7 	409600


# Index 6: Results for P3ME_AssignCharge_Control
512 	817650 	49955.3 	601909 	1.01798e+06 	-211964 	191963 	51200
1024 	436854 	33570.7 	295066 	566891 	-138691 	121676 	102400
2048 	238683 	22354.8 	129810 	331392 	-109284 	88873.3 	204800
4096 	143093 	15976.7 	58918 	214880 	-84201.8 	71721.1 	409600


# Index 7: Results for P3ME_BuildFragmentList
512 	176702 	296013 	1229 	750640 	-71102.5 	67571.1 	51200
1024 	165576 	278535 	793 	765237 	-111712 	129976 	102400
2048 	111897 	187790 	797 	503428 	-102616 	74899.9 	204800
4096 	78790.2 	131641 	795 	347837 	-43383.9 	47010.6 	409600


# Index 8: Results for P3ME_Convolve
512 	266323 	4805.47 	260377 	285663 	-9370.36 	18841.7 	51200
1024 	128325 	1889.71 	120646 	140766 	-7387.16 	12162.4 	102400
2048 	54500.4 	89.7136 	54238 	56036 	-359.778 	1499.14 	204800
4096 	31658 	567.592 	29804 	34645 	-1856.43 	2974.4 	409600


# Index 9: Results for P3ME_ForwardFFT_Control
512 	1.67435e+06 	53958.6 	1.48053e+06 	1.91398e+06 	-212455 	226642 	51200
1024 	1.15093e+06 	48792.1 	1.01388e+06 	1.37414e+06 	-176665 	168423 	102400
2048 	690499 	35649.9 	571393 	899683 	-132267 	173149 	204800
4096 	466391 	21598.2 	376907 	576757 	-94426.9 	94103.7 	409600


# Index 10: Results for P3ME_Interpolate_Control
512 	441763 	27595.1 	315636 	549607 	-125604 	107900 	51200
1024 	226396 	17844.4 	147388 	288018 	-79028.7 	61512.8 	102400
2048 	113487 	11357.1 	57182 	160205 	-56361.3 	46752.7 	204800
4096 	70585.1 	8350.7 	24140 	106010 	-46443.4 	35436.7 	409600


# Index 11: Results for P3ME_Rev_FFT
512 	1.70715e+06 	13747.8 	1.6492e+06 	1.795e+06 	-64169.2 	80620.8 	51200
1024 	1.07823e+06 	11013 	1.03254e+06 	1.13392e+06 	-42462.6 	54063.6 	102400
2048 	726817 	14994.4 	665607 	809271 	-57790.5 	75851.2 	204800
4096 	416171 	7466.19 	385670 	472219 	-28570.1 	54871 	409600


# Index 12: Results for RealSpaceAddForces
512 	232065 	24300.4 	170000 	350937 	-80964.2 	87132.8 	51200
1024 	331010 	39172.2 	240440 	531538 	-114294 	172662 	102400
2048 	219328 	17619.1 	165819 	284817 	-52631.6 	65288.9 	204800
4096 	109762 	7839.86 	83395 	146338 	-26409.6 	36551 	409600


# Index 13: Results for RealSpaceDualCore
512 	5.57661e+06 	5.38009e+06 	2.5038e+06 	3.63788e+07 	-6.60876e+06 	9.82876e+06 	51200
1024 	2.73306e+06 	3.90237e+06 	591465 	2.67445e+07 	-5.29442e+06 	8.81294e+06 	102400
2048 	1.37123e+06 	2.55141e+06 	27059 	1.91088e+07 	-3.85675e+06 	7.77089e+06 	204800
4096 	634132 	1.48961e+06 	1816 	1.07505e+07 	-2.5715e+06 	4.30338e+06 	409600


# Index 14: Results for ReduceForces_Cntl
512 	3.20519e+06 	1.94578e+06 	639222 	1.67942e+07 	-9.9806e+06 	6.5763e+06 	51200
1024 	2.78208e+06 	1.83222e+06 	1.01816e+06 	1.52721e+07 	-8.86432e+06 	5.46211e+06 	102400
2048 	2.10233e+06 	1.61515e+06 	701396 	1.24447e+07 	-7.81514e+06 	3.82142e+06 	204800
4096 	1.29117e+06 	859016 	382036 	7.18532e+06 	-4.3229e+06 	2.57887e+06 	409600


# Index 15: Results for Sync
512 	6.69982e+15 	NaNQ 	0 	3.46496e+18 	-6.76749e+15 	3.45819e+18 	51200
1024 	0 	0 	0 	0 	0 	0 	102400
2048 	1.68339e+15 	NaNQ 	0 	3.48241e+18 	-1.70039e+15 	3.48071e+18 	204800
4096 	2.54243e+15 	NaNQ 	0 	3.50633e+18 	-2.56812e+15 	3.50377e+18 	409600


# Index 16: Results for ThrobberBcast
512 	540298 	42382.4 	400070 	675082 	-139481 	121198 	51200
1024 	1.13076e+06 	70642 	909446 	1.36394e+06 	-222211 	232929 	102400
2048 	732605 	54634.2 	558973 	941087 	-183303 	207163 	204800
4096 	264828 	16777.2 	205390 	359338 	-60090.8 	94640.1 	409600


# Index 17: Results for ThrobberReduce
512 	624067 	33526.5 	521660 	775427 	-105607 	117928 	51200
1024 	1.04479e+06 	58360.1 	827888 	1.21588e+06 	-210333 	162710 	102400
2048 	704857 	45470.7 	554619 	869443 	-155588 	154659 	204800
4096 	337259 	13980 	284362 	399176 	-53034.6 	61805.5 	409600


# Index 18: Results for ThrobberVoxGen
512 	-7.60286e+08 	NaNQ 	-1.62978e+11 	1.23582e+06 	-1.57909e+11 	5.0692e+09 	51200
1024 	-3.42004e+08 	NaNQ 	-1.46519e+11 	1.87238e+06 	-1.44238e+11 	2.28106e+09 	102400
2048 	2.55059e+14 	NaNQ 	-1.36279e+11 	3.48241e+18 	-1.70053e+15 	3.48071e+18 	204800
4096 	-7.3337e+07 	NaNQ 	-1.254e+11 	511338 	-1.24911e+11 	4.8917e+08 	409600


# Index 19: Results for UDF_KineticEnergy
512 	30284.6 	5027.39 	17175 	46235 	-13134.2 	15788.1 	51200
