# TraceSetId:Name:Value
# 1765:fft_x:128
# 1765:fft_y:128
# 1765:fft_z:128
# 1765:p_x:8
# 1765:p_y:8
# 1765:p_z:8
# 1765:source_id:46037
# 1765:vox_x:64
# 1765:vox_y:64
# 1765:vox_z:64
# 1766:fft_x:128
# 1766:fft_y:128
# 1766:fft_z:128
# 1766:p_x:8
# 1766:p_y:8
# 1766:p_z:16
# 1766:source_id:46037
# 1766:vox_x:64
# 1766:vox_y:64
# 1766:vox_z:64
# 1767:fft_x:128
# 1767:fft_y:128
# 1767:fft_z:128
# 1767:p_x:16
# 1767:p_y:8
# 1767:p_z:16
# 1767:source_id:46037
# 1767:vox_x:64
# 1767:vox_y:64
# 1767:vox_z:64
# 1768:fft_x:128
# 1768:fft_y:128
# 1768:fft_z:128
# 1768:p_x:8
# 1768:p_y:16
# 1768:p_z:16
# 1768:source_id:46037
# 1768:vox_x:64
# 1768:vox_y:64
# 1768:vox_z:64
# 1769:fft_x:128
# 1769:fft_y:128
# 1769:fft_z:128
# 1769:p_x:16
# 1769:p_y:16
# 1769:p_z:16
# 1769:source_id:46037
# 1769:vox_x:64
# 1769:vox_y:64
# 1769:vox_z:64
# 1770:fft_x:128
# 1770:fft_y:128
# 1770:fft_z:128
# 1770:p_x:16
# 1770:p_y:32
# 1770:p_z:16
# 1770:source_id:46037
# 1770:vox_x:64
# 1770:vox_y:64
# 1770:vox_z:64
#
# column 1: trace set id
# column 2: node count
# column 3: average
# column 4: std. dev
# column 5: min()
# column 6: max()
# column 7: minDev (deviation from average value computed for each ts)
# column 8: maxDev (deviation from average value computed for each ts)
# column 9: count()


# Index 0: Results for GlobalizePositions_Cntl
1765 	512 	992846 	401444 	805358 	3.14884e+06 	-851892 	578573 	92672
1766 	1024 	939188 	373782 	748619 	2.69373e+06 	-659974 	332393 	185344
1767 	2048 	1.09804e+06 	403349 	889443 	2.78414e+06 	-566010 	263013 	370688
1768 	2048 	1.09916e+06 	441150 	878457 	2.90666e+06 	-472406 	245722 	370688
1769 	4096 	1.51812e+06 	581716 	1.20635e+06 	3.53481e+06 	-379842 	189478 	741376
1770 	8192 	2.53026e+06 	1.05022e+06 	2.00208e+06 	5.85729e+06 	-302733 	233880 	1.48275e+06


# Index 1: Results for P2_InitialBarrier
1765 	512 	6.76035e+15 	NaNQ 	0 	3.4613e+18 	-6.76035e+15 	3.45454e+18 	92672
1766 	1024 	3.3821e+15 	NaNQ 	0 	3.46327e+18 	-3.3821e+15 	3.45989e+18 	185344
1767 	2048 	1.69311e+15 	NaNQ 	0 	3.46749e+18 	-1.69311e+15 	3.4658e+18 	370688
1768 	2048 	1.69311e+15 	NaNQ 	0 	3.46749e+18 	-1.69311e+15 	3.4658e+18 	370688
1769 	4096 	1.6949e+15 	NaNQ 	0 	3.47115e+18 	-1.6949e+15 	3.46945e+18 	741376
1770 	8192 	-2.04324e+18 	NaNQ 	-4.52935e+18 	-1.02921e+18 	-1.96755e+18 	1.53259e+18 	1.48275e+06


# Index 2: Results for P2_KSpace_Control
1765 	512 	8.40555e+06 	308144 	8.0093e+06 	9.6736e+06 	-573184 	403964 	92672
1766 	1024 	5.51034e+06 	210908 	5.23812e+06 	6.37295e+06 	-254017 	272646 	185344
1767 	2048 	3.55972e+06 	162182 	3.3125e+06 	4.17153e+06 	-221215 	221520 	370688
1768 	2048 	3.40265e+06 	167304 	3.13728e+06 	4.04658e+06 	-259986 	229309 	370688
1769 	4096 	2.27331e+06 	138745 	2.03946e+06 	2.82402e+06 	-269534 	184605 	741376
1770 	8192 	2.42425e+06 	124159 	2.21409e+06 	2.91785e+06 	-268134 	196638 	1.48275e+06


# Index 3: Results for P2_Simtick_Loop_Control
1765 	512 	1.59099e+07 	9.45341e+06 	1.09732e+07 	5.10721e+07 	-322946 	249629 	92672
1766 	1024 	9.8659e+06 	5.08822e+06 	7.398e+06 	2.87889e+07 	-302274 	260630 	185344
1767 	2048 	7.391e+06 	3.3707e+06 	5.70194e+06 	2.07084e+07 	-305867 	248209 	370688
1768 	2048 	7.25111e+06 	3.45838e+06 	5.4579e+06 	2.10552e+07 	-256784 	283854 	370688
1769 	4096 	6.13165e+06 	2.26737e+06 	5.07333e+06 	1.52624e+07 	-454062 	295180 	741376
1770 	8192 	7.77155e+06 	1.9016e+06 	6.81053e+06 	1.53191e+07 	-564793 	506920 	1.48275e+06


# Index 4: Results for P3ME_ForwardFFT_Control
1765 	512 	3.07904e+06 	61523.2 	2.8762e+06 	3.31203e+06 	-210230 	222713 	92672
1766 	1024 	2.10349e+06 	53545.3 	1.83692e+06 	2.33313e+06 	-266280 	218447 	185344
1767 	2048 	1.38952e+06 	40524.4 	1.21014e+06 	1.55145e+06 	-201163 	161452 	370688
