# Statistics for trace points from trace_group_id 7
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for Ewald_AllReduce
32	1.4518e+06	907989	228000	7.659e+06	24192
128	637897	495831	249000	5.757e+06	96768
256	581494	376696	274000	4.879e+06	193536
512	751134	404494	299000	3.623e+06	387072


# results for Ewald_Eiks
32	659699	NaNQ	632000	687000	3232
128	190897	5834.74	173000	211000	12928
256	114099	4169.82	97000	129000	25856
512	74973.6	6361.5	58000	92000	51712


# results for Ewald_KSpace
32	3.94933e+08	NaNQ	3.9392e+08	3.96128e+08	3232
128	1.89285e+08	NaNQ	1.88775e+08	1.89968e+08	12928
256	1.69819e+08	NaNQ	1.69352e+08	1.70312e+08	25856
512	1.61578e+08	NaNQ	1.61092e+08	1.62558e+08	51712


# results for Ewald_Loop
32	3.94254e+08	NaNQ	3.93248e+08	3.95426e+08	3232
128	1.89081e+08	NaNQ	1.88583e+08	1.89757e+08	12928
256	1.69693e+08	NaNQ	1.69236e+08	1.70185e+08	25856
512	1.61492e+08	NaNQ	1.61009e+08	1.62465e+08	51712


# results for GlobalizePositions_Cntl
32	4.70621e+06	287726	3.694e+06	5.91e+06	3232
128	4.7147e+06	239100	3.761e+06	5.748e+06	12928
256	4.69917e+06	236737	3.73e+06	5.948e+06	25856
512	4.76736e+06	252677	3.793e+06	5.689e+06	51712


# results for P2_KSpace_Control
32	3.9494e+08	NaNQ	3.93926e+08	3.96134e+08	3232
128	1.89291e+08	NaNQ	1.88781e+08	1.89976e+08	12928
256	1.69825e+08	NaNQ	1.69358e+08	1.70319e+08	25856
512	1.61584e+08	NaNQ	1.61099e+08	1.62564e+08	51712


# results for P2_NSQ_Control
32	3.99496e+07	2.38636e+06	3.7387e+07	4.4529e+07	3232
128	1.04875e+07	1.02494e+06	9.354e+06	1.2508e+07	12928
256	5.60679e+06	788131	4.697e+06	7.083e+06	25856
512	3.15622e+06	667142	2.422e+06	4.512e+06	51712


# results for ReduceForces_Cntl
32	4.54946e+06	265225	3.396e+06	5.344e+06	3232
128	4.50068e+06	191640	3.717e+06	5.173e+06	12928
256	4.47961e+06	184252	3.797e+06	5.176e+06	25856
512	4.53415e+06	236961	3.813e+06	5.252e+06	51712


# results for UDF_KineticEnergy
32	45151.6	1369.79	42000	50000	3232
128	26744	374.319	25999	28001	12928
256	24460.2	474.804	23000	25000	25856
512	23232.4	425.818	22000	24001	51712


# results for UDF_StdHarmonicBondForce
32	318700	59908.9	227000	462000	3232
128	119277	33807.6	77999	214001	12928
256	84106.1	28098.2	61000	204000	25856
512	65964.9	21463.2	51999	141000	51712


# results for UDF_UpdatePosition
32	39778.8	NaNQ	39000	41000	3200
128	26055.9	341.206	24999	27001	12800
256	23733.4	421.622	23000	25000	25600
512	22638.1	475.506	21999	24000	51200


# results for UDF_UpdateVelocity
32	62989.5	7035.72	49000	74000	7360
128	30875	4001.38	25999	36001	29440
256	26486.9	2836.87	23000	31000	58880
512	24266.7	2254.91	20999	28001	117760


# results for UDF_WaterSPCRattle
32	4.00706e+06	75059.7	3.776e+06	4.251e+06	3200
128	1.02837e+06	49809.4	881000	1.115e+06	12800
256	531972	44006.5	411000	578000	25600
512	283654	45650.3	126000	348000	51200


# results for UDF_WaterSPCShake
32	2.85637e+06	56890.8	2.684e+06	3.034e+06	3200
128	742790	36779	630000	811000	12800
256	390443	32474.4	299000	427000	25600
512	214024	32980.7	99000	264000	51200


# results for TS_from_Ewald_AllReduce
32	7.64706e+07	2.92941e+07	6.0171e+07	2.07151e+08	24160
128	3.54897e+07	9.65744e+06	3.0766e+07	1.21595e+08	96640
256	3.1258e+07	7.26482e+06	2.7723e+07	1.15857e+08	193280
512	2.94273e+07	6.3901e+06	2.6379e+07	1.19753e+08	386560


# results for TS_from_Ewald_Eiks
32	4.51864e+08	NaNQ	4.49337e+08	4.55512e+08	3200
128	2.11428e+08	NaNQ	2.10163e+08	2.13101e+08	12800
256	1.86217e+08	NaNQ	1.85134e+08	1.87718e+08	25600
512	1.75281e+08	NaNQ	1.74309e+08	1.76642e+08	51200


# results for TS_from_Ewald_KSpace
32	4.51865e+08	NaNQ	4.49337e+08	4.55512e+08	3200
128	2.11428e+08	NaNQ	2.10163e+08	2.13101e+08	12800
256	1.86217e+08	NaNQ	1.85134e+08	1.87718e+08	25600
512	1.75281e+08	NaNQ	1.7431e+08	1.76642e+08	51200


# results for TS_from_Ewald_Loop
32	4.51864e+08	NaNQ	4.49342e+08	4.55516e+08	3200
128	2.11428e+08	NaNQ	2.10162e+08	2.13101e+08	12800
256	1.86217e+08	NaNQ	1.85134e+08	1.8772e+08	25600
512	1.75281e+08	NaNQ	1.74308e+08	1.76642e+08	51200


# results for TS_from_GlobalizePositions_Cntl
32	4.52536e+08	NaNQ	4.48906e+08	5.17815e+08	3200
128	2.12093e+08	6.36229e+06	2.09685e+08	2.77766e+08	12800
256	1.86913e+08	6.8569e+06	1.84673e+08	2.56298e+08	25600
512	1.76056e+08	7.67584e+06	1.73779e+08	2.53293e+08	51200


# results for TS_from_P2_KSpace_Control
32	4.51865e+08	NaNQ	4.49337e+08	4.55511e+08	3200
128	2.11428e+08	NaNQ	2.10163e+08	2.13101e+08	12800
256	1.86217e+08	NaNQ	1.85133e+08	1.87718e+08	25600
512	1.75281e+08	NaNQ	1.74309e+08	1.76642e+08	51200


# results for TS_from_P2_NSQ_Control
32	4.51924e+08	NaNQ	4.49379e+08	4.55969e+08	3200
128	2.11451e+08	NaNQ	2.1028e+08	2.13114e+08	12800
256	1.86234e+08	NaNQ	1.85306e+08	1.87521e+08	25600
512	1.75296e+08	NaNQ	1.74481e+08	1.76813e+08	51200


# results for TS_from_ReduceForces_Cntl
32	4.51861e+08	NaNQ	4.49349e+08	4.55531e+08	3200
128	2.11425e+08	NaNQ	2.10298e+08	2.13031e+08	12800
256	1.86215e+08	NaNQ	1.85244e+08	1.87612e+08	25600
512	1.7528e+08	NaNQ	1.7443e+08	1.76734e+08	51200


# results for TS_from_UDF_KineticEnergy
32	4.51861e+08	NaNQ	4.48909e+08	4.56286e+08	3200
128	2.11425e+08	NaNQ	2.09688e+08	2.13725e+08	12800
256	1.86216e+08	NaNQ	1.84674e+08	1.88252e+08	25600
512	1.75279e+08	NaNQ	1.7378e+08	1.77198e+08	51200


# results for TS_from_UDF_StdHarmonicBondForce
32	4.51924e+08	NaNQ	4.49383e+08	4.55968e+08	3200
128	2.11451e+08	NaNQ	2.10281e+08	2.13114e+08	12800
256	1.86234e+08	NaNQ	1.85306e+08	1.87521e+08	25600
512	1.75296e+08	NaNQ	1.74481e+08	1.76813e+08	51200


# results for TS_from_UDF_UpdatePosition
32	4.51884e+08	NaNQ	4.48905e+08	4.56284e+08	3168
128	2.11435e+08	NaNQ	2.09685e+08	2.13725e+08	12672
256	1.86218e+08	NaNQ	1.84673e+08	1.88251e+08	25344
512	1.75284e+08	NaNQ	1.73779e+08	1.77197e+08	50688


# results for TS_from_UDF_UpdateVelocity
32	2.29351e+08	2.24429e+08	3.904e+06	5.13356e+08	7328
128	1.06819e+08	1.05357e+08	951999	2.76617e+08	29312
256	9.40963e+07	9.32112e+07	473000	2.55661e+08	58624
512	8.85945e+07	8.80176e+07	182999	2.52741e+08	117248


# results for TS_from_UDF_WaterSPCRattle
32	4.51882e+08	NaNQ	4.4891e+08	4.5628e+08	3168
128	2.11435e+08	NaNQ	2.09689e+08	2.13724e+08	12672
256	1.86221e+08	NaNQ	1.84675e+08	1.8825e+08	25344
512	1.75286e+08	NaNQ	1.73781e+08	1.77197e+08	50688


# results for TS_from_UDF_WaterSPCShake
32	4.51884e+08	NaNQ	4.4891e+08	4.56286e+08	3168
128	2.11435e+08	NaNQ	2.09689e+08	2.13724e+08	12672
256	1.86218e+08	NaNQ	1.84675e+08	1.88253e+08	25344
512	1.75284e+08	NaNQ	1.7378e+08	1.77197e+08	50688


