# Statistics for grouped trace points from trace_group_id 48
# column 1: node count
# column 2: average
# column 3: std. dev
# column 4: min()
# column 5: max()
# column 6: minDev (deviation from average value computed for each ts)
# column 7: maxDev (deviation from average value computed for each ts)
# column 8: count()


# Index 0: Results for GlobalizePositions_Cntl
32 	4.86914e+06 	1.14863e+06 	4.407e+06 	1.0659e+07 	-290500 	182938 	3200
128 	3.08648e+06 	1.47265e+06 	2.577e+06 	1.0689e+07 	-1.00909e+06 	396266 	12800
512 	903782 	164918 	811000 	1.905e+06 	-228922 	238820 	51200
1024 	1.54282e+06 	276452 	1.289e+06 	3.028e+06 	-390374 	220626 	102400
2048 	1.54928e+06 	263757 	1.257e+06 	2.871e+06 	-291666 	263562 	204800
4096 	1.51608e+06 	309214 	1.29e+06 	2.748e+06 	-117799 	139201 	409600
16384 	5.53806e+06 	1.34616e+06 	4.684e+06 	1.0905e+07 	-583684 	533179 	1.6384e+06


# Index 1: Results for GuardZoneViolationReduction
32 	946306 	255649 	414000 	1.718e+06 	-666188 	618812 	3200
128 	602574 	160274 	109000 	1.572e+06 	-569023 	930281 	12800
512 	330193 	84007.4 	38000 	872000 	-457178 	388393 	51200
1024 	448138 	125624 	27000 	1.279e+06 	-725343 	521657 	102400
2048 	390968 	115671 	21000 	1.47e+06 	-693917 	750083 	204800
4096 	394807 	72731.9 	39000 	1.052e+06 	-440762 	594816 	409600
16384 	942960 	453947 	42000 	2.863e+06 	-1.11238e+06 	1.73306e+06 	1.6384e+06


# Index 2: Results for MPI_Alltoallv_Setup
32 	7.56835e+15 	NaNQ 	-6.08806e+12 	3.45988e+18 	-1.08125e+17 	3.35176e+18 	3200
128 	1.89244e+15 	NaNQ 	-2.2377e+13 	3.46069e+18 	-2.70573e+16 	3.43366e+18 	12800
512 	4.73531e+14 	NaNQ 	-2.40675e+13 	3.46378e+18 	-6.7888e+15 	3.45702e+18 	51200
1024 	2.37109e+14 	NaNQ 	-3.81968e+12 	3.46861e+18 	-3.3911e+15 	3.46522e+18 	102400
2048 	2.37786e+14 	NaNQ 	-8.6668e+11 	3.47847e+18 	-3.3978e+15 	3.47507e+18 	204800
4096 	2.40806e+14 	NaNQ 	-6.6322e+12 	3.52266e+18 	-3.44671e+15 	3.51922e+18 	409600
16384 	1.39015e+14 	NaNQ 	-1.99399e+12 	3.61526e+18 	-1.98792e+15 	3.61328e+18 	1.6384e+06


# Index 3: Results for P2_InitialBarrier
32 	0 	0 	0 	0 	0 	0 	3200
128 	0 	0 	0 	0 	0 	0 	12800
512 	6.69764e+15 	NaNQ 	0 	3.46383e+18 	-6.7653e+15 	3.45707e+18 	51200
1024 	3.35345e+15 	NaNQ 	0 	3.46862e+18 	-3.38732e+15 	3.46523e+18 	102400
2048 	1.68149e+15 	NaNQ 	0 	3.47847e+18 	-1.69847e+15 	3.47677e+18 	204800
4096 	8.42716e+14 	NaNQ 	0 	3.48663e+18 	-8.51228e+14 	3.48578e+18 	409600
16384 	2.62142e+15 	NaNQ 	0 	3.61526e+18 	-2.6479e+15 	3.61262e+18 	1.6384e+06


# Index 4: Results for P2_KSpace_Control
32 	1.20023e+08 	NaNQ 	1.18446e+08 	1.24016e+08 	-1.09228e+06 	1.04938e+06 	3200
128 	4.02416e+07 	506328 	3.8456e+07 	4.3523e+07 	-929500 	1.15435e+06 	12800
512 	9.1468e+06 	221221 	8.437e+06 	1.0395e+07 	-780199 	581801 	51200
1024 	6.20331e+06 	201770 	5.687e+06 	7.702e+06 	-658842 	743358 	102400
2048 	4.24018e+06 	129159 	3.778e+06 	5.072e+06 	-455104 	433895 	204800
4096 	3.91182e+06 	89114.1 	3.515e+06 	4.38e+06 	-369753 	224408 	409600
16384 	2.60437e+06 	134347 	2.157e+06 	3.496e+06 	-566200 	620048 	1.6384e+06


# Index 5: Results for P2_NSQ_Control
32 	300882 	1.20352e+06 	18000 	6.499e+06 	-232094 	313844 	3200
128 	149600 	597045 	18000 	3.659e+06 	-482703 	604641 	12800
512 	51534.3 	149360 	18000 	1.208e+06 	-288299 	432240 	51200
1024 	52374.9 	157859 	18000 	1.155e+06 	-407338 	337313 	102400
2048 	39360.5 	97978 	18000 	741000 	-241090 	228966 	204800
4096 	28874.5 	46936.6 	17000 	344000 	-65657 	86202.1 	409600
16384 	26856.4 	38981.4 	17000 	299000 	-98665.6 	82360.2 	1.6384e+06


# Index 6: Results for P2_Simtick_Loop_Control
#16384 	1.48738e+07 	1.70166e+06 	1.3137e+07 	2.3572e+07 	-1.89425e+06 	1.65364e+06 	1.6384e+06
32 	2.26606e+08 	6.38725e+07 	2.09294e+08 	5.3769e+08 	-275594 	235156 	3200
