# Statistics for grouped trace points from trace_group_id 30
# All times are in nanoseconds
# Phase 4 data on 43K system (Rhodopsin) taken by Maria Eleftheriou on 4/5/2005
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# column 7: min_dev (from avg, computed for each ts)
# column 8: max_dev (from avg, computed for each ts)
#
#
# index = 0 for label UDF_UpdateVelocity 
32 	969670.0 	113466.0 	816000.0 	1160000.0 	3200 	-153250.0 	189875.0
128 	229678.0 	35069.1 	167000.0 	323000.0 	12800 	-62570.3 	93164.1
512 	56259.9 	10197.7 	37000.0 	101000.0 	51200 	None 	None
1024 	32466.2 	5317.79 	17999.0 	62000.0 	102400 	None 	None
2048 	20410.7 	3369.15 	10000.0 	35000.0 	204800 	None 	None
4096 	14620.2 	2382.65 	7000.0 	28000.0 	409600 	-7762.7 	13418.2
4096 	14520.9 	2505.49 	7000.0 	27000.0 	409600 	-7811.52 	12532.5


# index = 1 for label MPI_Alltoallv_Setup 
32 	193262.0 	516296.0 	0.0 	2587000.0 	3200 	-1280500.0 	1260780.0
128 	1.35181e+15 	None 	-1.15998e+13 	3.46071e+18 	12800 	-2.70479e+16 	3.43368e+18
512 	67895.6 	141931.0 	0.0 	576000.0 	51200 	None 	None
1024 	2.70986e+14 	None 	-527376000000.0 	6.93723e+18 	102400 	None 	None
2048 	1.35875e+14 	None 	-3.04616e+13 	3.47847e+18 	204800 	None 	None
#4096 	1.71029e+14 	None 	-1.11316e+13 	7.00533e+18 	409600 	-4.28685e+15 	7.00105e+18
4096 	1.28272e+14 	None 	-8.07486e+12 	7.00534e+18 	409600 	-4.28379e+15 	7.00106e+18


# index = 2 for label P3ME_AssignCharge_Control 
32 	7056380.0 	520593.0 	5218000.0 	10767000.0 	3200 	-1796560.0 	3547910.0
128 	1950310.0 	84891.5 	1632000.0 	3086000.0 	12800 	-308430.0 	1136700.0
512 	552820.0 	40517.8 	272000.0 	880000.0 	51200 	None 	None
1024 	300592.0 	38104.4 	4000.0 	570000.0 	102400 	None 	None
2048 	227062.0 	24234.6 	22000.0 	453000.0 	204800 	None 	None
# 4096 	96335.5 	11889.2 	4000.0 	215000.0 	409600 	-94225.8 	118025.0
4096 	103939.0 	11965.0 	4000.0 	187000.0 	409600 	-101239.0 	84059.1


# index = 3 for label P2_KSpace_Control 
32 	124807000.0 	10113900.0 	110583000.0 	141244000.0 	3200 	-12721600.0 	14165900.0
128 	41919900.0 	2618850.0 	36772000.0 	46550000.0 	12800 	-4095980.0 	3598450.0
512 	9637630.0 	706024.0 	8022000.0 	11055000.0 	51200 	None 	None
1024 	6678310.0 	434012.0 	5352000.0 	7765000.0 	102400 	None 	None
2048 	4356640.0 	197016.0 	3641000.0 	5126000.0 	204800 	None 	None
# 4096 	4223260.0 	221610.0 	3297000.0 	5120000.0 	409600 	-984660.0 	722815.0
4096 	3992300.0 	172405.0 	3228000.0 	4574000.0 	409600 	-675579.0 	369421.0


# index = 4 for label UDF_KineticEnergy 
32 	424196.0 	48298.2 	358000.0 	508000.0 	3200 	-66000.0 	83687.5
128 	107506.0 	15451.0 	82000.0 	145000.0 	12800 	-25460.9 	37601.6
512 	24742.9 	4032.85 	16000.0 	40000.0 	51200 	None 	None
1024 	14588.2 	2157.97 	8999.0 	25001.0 	102400 	None 	None
2048 	8092.31 	1064.4 	5000.0 	14000.0 	204800 	None 	None
4096 	7319.47 	1111.83 	3000.0 	12000.0 	409600 	-4366.7 	4699.71
4096 	7359.97 	1038.78 	3000.0 	13000.0 	409600 	-4411.62 	5661.13


# index = 5 for label mFragmentMigration 
32 	81450.6 	231806.0 	0.0 	788000.0 	3200 	-53937.5 	38312.5
128 	6.48879e+15 	None 	-1.16002e+13 	6.92145e+18 	12800 	-1.08158e+17 	6.81331e+18
512 	17105.0 	51399.2 	0.0 	204000.0 	51200 	None 	None
1024 	4.23235e+14 	None 	0.0 	7.22321e+18 	102400 	None 	None
2048 	5.94465e+14 	None 	0.0 	6.95694e+18 	204800 	None 	None
4096 	2.385e+14 	None 	-4.03777e+12 	4.07041e+18 	409600 	-5.96654e+15 	4.06445e+18
4096 	2.98125e+14 	None 	-4.7712e+12 	4.07041e+18 	409600 	-5.96727e+15 	4.06445e+18


# index = 6 for label ReduceForces_Cntl 
32 	43419900.0 	36360400.0 	4869000.0 	241915000.0 	3200 	-107092000.0 	126662000.0
128 	13021100.0 	9124100.0 	3323000.0 	72332000.0 	12800 	-33151200.0 	31241300.0
512 	5987090.0 	2385020.0 	847000.0 	20426000.0 	51200 	None 	None
1024 	5371050.0 	3099050.0 	1388000.0 	20692000.0 	102400 	None 	None
2048 	2083230.0 	1395480.0 	1169000.0 	10027000.0 	204800 	None 	None
4096 	1889670.0 	1180560.0 	1009000.0 	7550000.0 	409600 	-3469330.0 	2086700.0
# 4096 	3702080.0 	1445450.0 	1305000.0 	10639000.0 	409600 	-4199020.0 	2804020.0


# index = 7 for label P2_InitialBarrier 
32 	0.0 	0.0 	0.0 	0.0 	3200 	0.0 	0.0
128 	0.0 	0.0 	0.0 	0.0 	12800 	0.0 	0.0
512 	6.69764e+15 	None 	0.0 	3.46383e+18 	51200 	None 	None
1024 	3.35345e+15 	None 	0.0 	3.46862e+18 	102400 	None 	None
2048 	1.68149e+15 	None 	0.0 	3.47847e+18 	204800 	None 	None
4096 	8.42716e+14 	None 	0.0 	3.48663e+18 	409600 	-8.51228e+14 	3.48578e+18
4096 	8.42716e+14 	None 	0.0 	3.48663e+18 	409600 	-8.51228e+14 	3.48578e+18


# index = 8 for label P3ME_Rev_FFT 
32 	44795200.0 	355039.0 	43293000.0 	46972000.0 	3200 	-1182560.0 	1535340.0
128 	16684300.0 	808832.0 	14812000.0 	18760000.0 	12800 	-1090480.0 	1728590.0
512 	3409070.0 	14245.6 	3300000.0 	3511000.0 	51200 	None 	None
1024 	2555060.0 	53398.2 	2390000.0 	2853000.0 	102400 	None 	None
2048 	1790700.0 	38251.7 	1657000.0 	1990000.0 	204800 	None 	None
4096 	1558880.0 	49340.1 	1292000.0 	1974000.0 	409600 	-304386.0 	379532.0
# 4096 	1572170.0 	45369.5 	1435000.0 	1804000.0 	409600 	-137030.0 	221549.0


# index = 9 for label UDF_UpdatePosition 
32 	215189.0 	19217.6 	185000.0 	252000.0 	3200 	-30062.5 	36718.8
128 	51046.1 	12362.7 	30000.0 	75000.0 	12800 	-21039.1 	23953.1
512 	9746.09 	1003.56 	7000.0 	15000.0 	51200 	None 	None
1024 	7047.98 	692.935 	4999.0 	12001.0 	102400 	None 	None
2048 	5730.45 	560.433 	4000.0 	11000.0 	204800 	None 	None
4096 	5061.98 	472.325 	3000.0 	9000.0 	409600 	-2055.18 	3960.45
4096 	5139.47 	523.376 	3000.0 	10000.0 	409600 	-2213.87 	4889.16


# index = 10 for label UDF_StdHarmonicBondForce 
32 	15209800.0 	10473900.0 	2623000.0 	28148000.0 	3200 	-12586600.0 	12918200.0
128 	3823910.0 	2601080.0 	445000.0 	7928000.0 	12800 	-3377980.0 	4101800.0
512 	960303.0 	692859.0 	83000.0 	2476000.0 	51200 	None 	None
1024 	494754.0 	377488.0 	39999.0 	1663000.0 	102400 	None 	None
2048 	195503.0 	134475.0 	29000.0 	742000.0 	204800 	None 	None
# 4096 	145964.0 	121355.0 	18000.0 	825000.0 	409600 	-127994.0 	678762.0
4096 	145559.0 	121532.0 	18000.0 	818000.0 	409600 	-127511.0 	672604.0


# index = 11 for label GuardZoneViolationReduction 
32 	2279510.0 	1373280.0 	337000.0 	5495000.0 	3200 	-2066970.0 	3141810.0
