# Statistics for grouped trace points from trace_group_id 38
# column 1: node count
# column 2: average
# column 3: std. dev
# column 4: min()
# column 5: max()
# column 6: minDev (deviation from average value computed for each ts)
# column 7: maxDev (deviation from average value computed for each ts)
# column 8: count()


# Index 0: Results for GlobalizePositions_Cntl
32 	2.81237e+06 	518861 	2.606e+06 	5.608e+06 	-398312 	262657 	3200
128 	1.77933e+06 	701314 	1.5e+06 	5.42e+06 	-326406 	201516 	12800
512 	779440 	134038 	699000 	1.467e+06 	-130826 	101174 	51200
1024 	1.44744e+06 	228479 	1.191e+06 	2.643e+06 	-262413 	236151 	102400
2048 	1.61756e+06 	259210 	1.395e+06 	2.734e+06 	-193707 	167293 	204800
4096 	3.08048e+06 	534357 	2.585e+06 	5.656e+06 	-490706 	384031 	409600


# Index 1: Results for GuardZoneViolationReduction
32 	517751 	170751 	177000 	1.118e+06 	-389063 	543032 	3200
128 	331261 	103483 	55000 	1.098e+06 	-412039 	624961 	12800
512 	259751 	71045.4 	23000 	746000 	-322627 	443814 	51200
1024 	365727 	111445 	21000 	1.036e+06 	-479276 	534724 	102400
2048 	478800 	117464 	19000 	1.822e+06 	-781197 	1.06999e+06 	204800
4096 	614445 	313680 	17000 	3.404e+06 	-784804 	2.61114e+06 	409600


# Index 2: Results for MPI_Alltoallv_Setup
32 	2.37857e+16 	NaNQ 	-1.28151e+13 	3.45988e+18 	-1.0813e+17 	3.35176e+18 	3200
128 	5.94785e+15 	NaNQ 	-1.45267e+13 	3.46072e+18 	-2.70504e+16 	3.43368e+18 	12800
512 	1.48836e+15 	NaNQ 	-6.35376e+11 	3.46383e+18 	-6.76592e+15 	3.45707e+18 	51200
1024 	7.45208e+14 	NaNQ 	-1.08182e+12 	3.46862e+18 	-3.38839e+15 	3.46523e+18 	102400
2048 	7.47315e+14 	NaNQ 	-9.94238e+12 	3.47847e+18 	-3.40683e+15 	3.47507e+18 	204800
4096 	6.88018e+14 	NaNQ 	-1.75673e+12 	3.52266e+18 	-3.44185e+15 	3.52008e+18 	409600


# Index 3: Results for P2_InitialBarrier
32 	0 	0 	0 	0 	0 	0 	3200
128 	0 	0 	0 	0 	0 	0 	12800
512 	6.69764e+15 	NaNQ 	0 	3.46383e+18 	-6.7653e+15 	3.45707e+18 	51200
1024 	3.35345e+15 	NaNQ 	0 	3.46862e+18 	-3.38732e+15 	3.46523e+18 	102400
2048 	1.68149e+15 	NaNQ 	0 	3.47847e+18 	-1.69847e+15 	3.47677e+18 	204800
4096 	8.42716e+14 	NaNQ 	0 	3.48663e+18 	-8.51228e+14 	3.48578e+18 	409600


# Index 4: Results for P2_KSpace_Control
32 	2.5096e+07 	1.29658e+06 	2.1962e+07 	2.8111e+07 	-2.92919e+06 	1.17016e+06 	3200
128 	8.95426e+06 	514348 	7.2e+06 	1.0242e+07 	-1.61238e+06 	492555 	12800
512 	2.79233e+06 	185022 	2.189e+06 	3.348e+06 	-580562 	207100 	51200
1024 	2.20877e+06 	147127 	1.725e+06 	2.989e+06 	-485533 	454725 	102400
2048 	1.66969e+06 	123287 	1.289e+06 	2.313e+06 	-381179 	329119 	204800
4096 	1.78628e+06 	127770 	1.383e+06 	2.756e+06 	-495464 	580536 	409600


# Index 5: Results for P2_NSQ_Control
32 	145714 	544842 	17001 	2.926e+06 	-161405 	132563 	3200
128 	82002.7 	289706 	17000 	1.638e+06 	-204578 	139422 	12800
512 	43672.7 	116372 	17000 	713000 	-152605 	101129 	51200
1024 	43300.4 	116680 	16000 	744000 	-234905 	132306 	102400
2048 	34665.2 	76078.9 	17000 	532000 	-165924 	129844 	204800
4096 	31383.5 	61085.4 	16000 	409000 	-134106 	79894.3 	409600


# Index 6: Results for P2_Simtick_Loop_Control
# 4096 	9.03726e+06 	1.5515e+06 	7.146e+06 	1.8296e+07 	-2.57116e+06 	1.83481e+06 	409600
32 	1.01103e+08 	2.77268e+07 	9.393e+07 	2.37497e+08 	-482624 	306376 	3200
128 	2.88432e+07 	8.61239e+06 	2.634e+07 	7.1209e+07 	-445461 	378648 	12800
512 	9.17152e+06 	2.42086e+06 	8.468e+06 	2.1303e+07 	-238213 	234125 	51200
1024 	7.54428e+06 	2.08468e+06 	6.784e+06 	1.8201e+07 	-394189 	358246 	102400
2048 	6.06675e+06 	1.51381e+06 	5.305e+06 	1.4018e+07 	-866832 	645044 	204800


# Index 7: Results for P3ME_AssignCharge_Control
32 	6.44736e+06 	12794.8 	6.193e+06 	6.755e+06 	-242250 	314032 	3200
128 	1.76905e+06 	61131.2 	1.616e+06 	1.994e+06 	-149820 	229758 	12800
512 	514734 	30346.1 	425000 	614000 	-91052.7 	98011.7 	51200
1024 	307544 	20529.9 	241000 	380000 	-68419.9 	73703.1 	102400
2048 	185913 	14861.6 	128000 	254000 	-55983.9 	68116.7 	204800
4096 	127310 	11594.4 	78000 	170000 	-46184.8 	43183.6 	409600


# Index 8: Results for P3ME_BuildFragmentList
32 	211110 	560793 	3999 	1.913e+06 	-48500.1 	50499.9 	3200
128 	102446 	266768 	4000 	974000 	-50882.8 	52359.4 	12800
512 	53336.7 	134273 	3000 	494000 	-35408.2 	42755.9 	51200
1024 	44786.1 	111343 	3000 	424000 	-42643.6 	50400.4 	102400
2048 	36228.2 	87406.1 	3000 	334000 	-36304.2 	51658.7 	204800
4096 	31519.8 	74772.1 	3000 	296000 	-37183.3 	50931.2 	409600


# Index 9: Results for P3ME_Convolve
32 	1.36094e+06 	NaNQ 	1.323e+06 	1.42e+06 	-32406.4 	19125.9 	3200
128 	231315 	NaNQ 	230000 	243000 	-4437.5 	6585.94 	12800
512 	51374.8 	657.358 	50000 	55000 	-1484.38 	3613.28 	51200
1024 	29507.8 	820.297 	27000 	33000 	-2548.83 	3618.16 	102400
2048 	16406.9 	499.847 	16000 	19000 	-494.141 	2681.64 	204800
4096 	10958.1 	297.65 	10000 	12000 	-1018.07 	1147.22 	409600


# Index 10: Results for P3ME_ForwardFFT_Control
32 	8.00964e+06 	1.34442e+06 	4.907e+06 	9.518e+06 	-3.07628e+06 	1.40684e+06 	3200
128 	3.70993e+06 	501838 	1.942e+06 	4.326e+06 	-1.8421e+06 	554531 	12800
512 	1.26219e+06 	160560 	602000 	1.485e+06 	-704350 	296254 	51200
1024 	1.02661e+06 	108229 	511000 	1.478e+06 	-560790 	467706 	102400
2048 	778690 	76077.9 	453000 	1.2e+06 	-417675 	360281 	204800
4096 	931854 	98204.7 	547000 	1.683e+06 	-510093 	585209 	409600


# Index 11: Results for P3ME_Interpolate_Control
32 	3.364e+06 	NaNQ 	3.224e+06 	3.532e+06 	-127906 	142250 	3200
