# Statistics for trace points from trace_group_id 11
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for Ewald_AllReduce
32	3.33816e+06	1.41706e+06	422000	8.266e+06	11616
128	977738	613947	461000	6.003e+06	46464
256	919984	489948	495000	5.469e+06	92928
512	1.10756e+06	484243	503000	3.985e+06	185856


# results for Ewald_Eiks
32	667537	2526.21	637000	701000	3232
128	192851	6236.32	166000	214000	12928
256	114992	4160.9	95000	128000	25856
512	75291.2	6473.75	57000	93000	51712


# results for Ewald_Forces
32	1.22785e+07	290235	1.1798e+07	1.3306e+07	11616
128	1.9906e+06	59945.8	1.76e+06	2.095e+06	46464
256	1.01697e+06	52434.1	813000	1.096e+06	92928
512	506634	78002.1	294000	644000	185856


# results for Ewald_KSpace
32	1.84532e+08	NaNQ	1.83506e+08	1.8607e+08	3232
128	2.37607e+07	NaNQ	2.3395e+07	2.4402e+07	12928
256	1.3159e+07	60907.5	1.2795e+07	1.3725e+07	25856
512	8.47798e+06	153942	8.048e+06	9.726e+06	51712


# results for Ewald_LocalReduce
32	1.18361e+07	191067	1.145e+07	1.2526e+07	11616
128	1.84333e+06	56047.5	1.624e+06	1.941e+06	46464
256	930945	55448.7	738000	1.009e+06	92928
512	458763	71990.9	242000	587000	185856


# results for Ewald_Loop
32	1.83843e+08	NaNQ	1.82828e+08	1.8536e+08	3232
128	2.35548e+07	NaNQ	2.3188e+07	2.4185e+07	12928
256	1.30322e+07	58811.6	1.2672e+07	1.3594e+07	25856
512	8.39146e+06	151542	7.968e+06	9.632e+06	51712


# results for GlobalizePositions_Cntl
32	4.45114e+06	178159	3.745e+06	5.466e+06	3232
128	4.57314e+06	216780	3.611e+06	5.506e+06	12928
256	4.61317e+06	207412	3.729e+06	5.437e+06	25856
512	4.70126e+06	248909	3.746e+06	5.552e+06	51712


# results for P2_KSpace_Control
32	1.84539e+08	NaNQ	1.83514e+08	1.86076e+08	3232
128	2.3767e+07	NaNQ	2.3401e+07	2.4408e+07	12928
256	1.31653e+07	60843.5	1.2802e+07	1.3732e+07	25856
512	8.48428e+06	153924	8.054e+06	9.732e+06	51712


# results for P2_NSQ_Control
32	4.01031e+07	2.31354e+06	3.7432e+07	4.425e+07	3232
128	1.0491e+07	1.02432e+06	9.417e+06	1.2468e+07	12928
256	5.5964e+06	787037	4.735e+06	7.114e+06	25856
512	3.15128e+06	666426	2.449e+06	4.517e+06	51712


# results for ReduceForces_Cntl
32	5.40642e+06	376895	4.047e+06	6.161e+06	3232
128	4.36386e+06	164591	3.618e+06	4.893e+06	12928
256	4.36349e+06	159988	3.661e+06	4.928e+06	25856
512	4.37112e+06	211506	3.707e+06	4.959e+06	51712


# results for UDF_KineticEnergy
32	45135.2	1257.12	42000	50000	3232
128	26739.2	380.69	26000	28000	12928
256	24494.7	481.459	24000	26000	25856
512	23336.3	464.692	22000	25000	51712


# results for UDF_StdHarmonicBondForce
32	321675	63764.4	193000	439000	3232
128	119392	36291	78000	230000	12928
256	84490.8	27729.9	61000	200000	25856
512	65322.8	21764.5	51000	141000	51712


# results for UDF_UpdatePosition
32	39886.6	NaNQ	39000	42000	3200
128	26040	327.096	25000	27000	12800
256	23656.6	455.481	23000	25000	25600
512	22479.5	490.882	22000	24000	51200


# results for UDF_UpdateVelocity
32	73448	19462.2	45000	103000	7360
128	29008.6	4750.64	23000	36000	29440
256	24350.1	3250.56	20000	31000	58880
512	22095.4	2640.64	18000	27000	117760


# results for UDF_WaterSPCRattle
32	132867	11680.1	109000	169000	3200
128	56172.3	8030.8	46000	76000	12800
256	45145.7	5785.95	39000	67000	25600
512	39640.9	4522.4	35000	57000	51200


# results for UDF_WaterSPCShake
32	299638	6059.15	284000	315000	3200
128	103703	3525.8	89000	113000	12800
256	71322.5	2272.7	61000	79000	25600
512	54313.8	2622.62	46000	61000	51200


# results for TS_from_Ewald_AllReduce
32	8.20372e+07	6.79651e+07	4.6301e+07	1.21508e+09	11584
128	1.61882e+07	2.61531e+07	6.359e+06	4.72246e+08	46336
256	1.31027e+07	6.57478e+07	3.496e+06	1.25435e+09	92672
512	1.32287e+07	1.12949e+08	2.103e+06	2.1568e+09	185344


# results for TS_from_Ewald_Eiks
32	2.35825e+08	NaNQ	2.33123e+08	2.39293e+08	3200
128	4.40052e+07	929449	4.2899e+07	4.5554e+07	12800
256	2.85335e+07	789472	2.7533e+07	2.9893e+07	25600
512	2.15422e+07	653309	2.0703e+07	2.2826e+07	51200


# results for TS_from_Ewald_Forces
32	8.2038e+07	6.8048e+07	4.6973e+07	1.21425e+09	11584
128	1.61821e+07	2.62882e+07	6.518e+06	4.71575e+08	46336
256	1.3098e+07	6.5776e+07	3.658e+06	1.25376e+09	92672
512	1.32252e+07	1.12937e+08	2.225e+06	2.15545e+09	185344


# results for TS_from_Ewald_KSpace
32	2.35825e+08	NaNQ	2.33122e+08	2.39294e+08	3200
128	4.40052e+07	929455	4.2899e+07	4.5554e+07	12800
256	2.85335e+07	789498	2.7533e+07	2.9894e+07	25600
512	2.15422e+07	653320	2.0703e+07	2.2825e+07	51200


# results for TS_from_Ewald_LocalReduce
32	8.20372e+07	6.79526e+07	4.6306e+07	1.2143e+09	11584
128	1.61882e+07	2.61539e+07	6.361e+06	4.72082e+08	46336
256	1.31027e+07	6.57482e+07	3.496e+06	1.25427e+09	92672
512	1.32287e+07	1.12949e+08	2.103e+06	2.15653e+09	185344


# results for TS_from_Ewald_Loop
32	2.35825e+08	NaNQ	2.33128e+08	2.39285e+08	3200
128	4.40052e+07	929390	4.29e+07	4.5549e+07	12800
256	2.85335e+07	789399	2.7531e+07	2.9897e+07	25600
512	2.15422e+07	653194	2.0701e+07	2.2823e+07	51200


# results for TS_from_GlobalizePositions_Cntl
32	2.46773e+08	1.08742e+08	2.32932e+08	1.32954e+09	3200
128	4.84339e+07	4.40194e+07	4.2319e+07	4.87067e+08	12800
256	4.08735e+07	1.2274e+08	2.6942e+07	1.2626e+09	25600
512	4.29378e+07	2.12848e+08	2.0045e+07	2.16128e+09	51200


# results for TS_from_P2_KSpace_Control
32	2.35825e+08	NaNQ	2.33123e+08	2.39293e+08	3200
128	4.40052e+07	929464	4.2898e+07	4.5555e+07	12800
256	2.85335e+07	789516	2.7533e+07	2.9894e+07	25600
512	2.15422e+07	653326	2.0702e+07	2.2825e+07	51200


# results for TS_from_P2_NSQ_Control
32	2.35882e+08	NaNQ	2.33455e+08	2.40083e+08	3200
128	4.40286e+07	976383	4.2876e+07	4.5742e+07	12800
256	2.85509e+07	761243	2.7701e+07	2.9914e+07	25600
512	2.15565e+07	706660	2.0709e+07	2.3574e+07	51200


# results for TS_from_ReduceForces_Cntl
32	2.3582e+08	NaNQ	2.33354e+08	2.394e+08	3200
128	4.4003e+07	933725	4.2967e+07	4.544e+07	12800
256	2.85316e+07	782187	2.7618e+07	2.9792e+07	25600
512	2.15391e+07	711418	2.0737e+07	2.3416e+07	51200


# results for TS_from_UDF_KineticEnergy
32	2.35819e+08	NaNQ	2.32933e+08	2.39933e+08	3200
128	4.40034e+07	954617	4.2319e+07	4.6111e+07	12800
256	2.85303e+07	794500	2.6942e+07	3.0492e+07	25600
512	2.15394e+07	733666	2.0045e+07	2.4013e+07	51200


# results for TS_from_UDF_StdHarmonicBondForce
32	2.35882e+08	NaNQ	2.33453e+08	2.40082e+08	3200
128	4.40286e+07	976447	4.2877e+07	4.5744e+07	12800
256	2.85509e+07	761286	2.7702e+07	2.9915e+07	25600
512	2.15565e+07	706602	2.0709e+07	2.3573e+07	51200


# results for TS_from_UDF_UpdatePosition
32	2.3584e+08	NaNQ	2.32933e+08	2.39934e+08	3168
128	4.40109e+07	956277	4.2319e+07	4.611e+07	12672
256	2.85382e+07	794313	2.6942e+07	3.0492e+07	25344
512	2.15461e+07	734114	2.0046e+07	2.4013e+07	50688


# results for TS_from_UDF_UpdateVelocity
32	1.23836e+08	1.42493e+08	249000	1.32924e+09	7328
128	2.44163e+07	3.78341e+07	115000	4.86937e+08	29312
256	1.99569e+07	8.35074e+07	100000	1.26249e+09	58624
512	2.03432e+07	1.4216e+08	92000	2.16118e+09	117248


# results for TS_from_UDF_WaterSPCRattle
32	2.35837e+08	NaNQ	2.32935e+08	2.3993e+08	3168
128	4.4011e+07	956197	4.2319e+07	4.6111e+07	12672
256	2.85356e+07	796524	2.6943e+07	3.0492e+07	25344
512	2.15428e+07	736130	2.0045e+07	2.4013e+07	50688


# results for TS_from_UDF_WaterSPCShake
32	2.3584e+08	NaNQ	2.32934e+08	2.39933e+08	3168
128	4.40109e+07	956121	4.2319e+07	4.6111e+07	12672
256	2.85382e+07	794354	2.6943e+07	3.0491e+07	25344
512	2.15461e+07	734062	2.0045e+07	2.4013e+07	50688


